                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     68,                 0.4927,                0.91089,                0.30217,                0.94865,                0.86722,                 0.8545,                0.89977,                0.72863,                0.86455,                0.85104,                0.89021,                0.70353,                      0,                      0,                    inf,                      0,               0.003367,               0.003367,               0.003367
                     69,                0.48896,                0.89449,                 0.3007,                0.94518,                0.89134,                0.84579,                0.89136,                0.74848,                0.89364,                0.84856,                0.88322,                0.71354,                      0,                      0,                    inf,                      0,               0.003268,               0.003268,               0.003268
                     70,                0.48132,                 0.8746,                0.29637,                0.93942,                0.85282,                 0.8581,                0.89223,                0.74542,                0.84749,                0.85367,                 0.8828,                0.71162,                      0,                      0,                    inf,                      0,               0.003169,               0.003169,               0.003169
                     71,                0.49066,                0.89885,                0.29911,                  0.949,                0.86236,                0.82755,                 0.8971,                0.73602,                0.86202,                0.82889,                0.88989,                0.70443,                      0,                      0,                    inf,                      0,                0.00307,                0.00307,                0.00307
                     72,                0.48595,                0.86443,                 0.2972,                0.94955,                0.85484,                0.85138,                0.89925,                0.75348,                0.85873,                0.82743,                0.88494,                0.71799,                      0,                      0,                    inf,                      0,               0.002971,               0.002971,               0.002971
                     73,                0.48394,                0.87248,                0.28968,                 0.9441,                 0.8541,                0.88871,                0.91236,                0.75645,                0.84077,                0.88294,                0.89835,                0.72544,                      0,                      0,                    inf,                      0,               0.002872,               0.002872,               0.002872
                     74,                0.47756,                0.89235,                0.29446,                0.93709,                0.90731,                0.84138,                0.92765,                0.77983,                0.89837,                0.83392,                0.91453,                0.74103,                      0,                      0,                    inf,                      0,               0.002773,               0.002773,               0.002773
                     75,                0.47919,                0.86066,                0.28884,                0.94225,                0.89222,                0.84723,                0.90816,                0.76027,                0.88987,                 0.8409,                0.90641,                0.72199,                      0,                      0,                    inf,                      0,               0.002674,               0.002674,               0.002674
                     76,                0.47973,                 0.8606,                 0.2907,                0.94302,                0.89414,                0.87577,                0.92409,                0.77049,                0.89373,                0.86445,                0.90547,                0.73306,                      0,                      0,                    inf,                      0,               0.002575,               0.002575,               0.002575
                     77,                0.46581,                0.82487,                0.27437,                0.93185,                0.91847,                0.84413,                0.91131,                0.77006,                0.91238,                0.83104,                0.89891,                0.73044,                      0,                      0,                    inf,                      0,               0.002476,               0.002476,               0.002476
                     78,                0.46516,                0.82541,                0.27222,                0.93448,                0.92217,                0.84167,                 0.9143,                0.77401,                 0.9147,                0.83464,                0.89905,                0.73572,                      0,                      0,                    inf,                      0,               0.002377,               0.002377,               0.002377
                     79,                0.45475,                0.83283,                0.27463,                0.92856,                0.92857,                0.81918,                0.90789,                0.76096,                 0.9274,                0.81847,                0.90468,                0.72559,                      0,                      0,                    inf,                      0,               0.002278,               0.002278,               0.002278
